Title,Date
"Narcos: Season 2: Cambalache","9/18/17"
"Narcos: Season 2: Free at Last","9/18/17"
"Death Note","9/18/17"
"Undisputed III: Redemption","9/7/17"
"The Salt of the Earth","9/6/17"
"Human","9/6/17"
"Grand Designs: Season 11: South London","9/3/17"
"Grand Designs: Season 11: Tiverton","9/3/17"
"Unacknowledged","9/3/17"
"Grand Designs: Season 11: York","9/3/17"
"Grand Designs: Season 11: North London","9/3/17"
"Grand Designs: Season 11: South Yorkshire","9/3/17"
"Cosmos: A Spacetime Odyssey: Season 1: Deeper, Deeper, Deeper Still","9/3/17"
"Barbecue","9/3/17"
"Chef's Table: Volume 2: Grant Achatz","9/1/17"
"Chef's Table: Volume 1: Magnus Nilsson","9/1/17"
"Chef's Table: Volume 1: Ben Shewry","9/1/17"
"Narcos: Season 1: Despegue","8/29/17"
"Narcos: Season 1: La Catedral","8/28/17"
"Narcos: Season 1: La Gran Mentira","8/27/17"
"Narcos: Season 1: You Will Cry Tears of Blood","8/27/17"
"Narcos: Season 1: Explosivos","8/26/17"
"Narcos: Season 1: There Will Be a Future","8/26/17"
"Narcos: Season 1: The Palace in Flames","8/25/17"
"Narcos: Season 1: The Men of Always","8/25/17"
"Narcos: Season 1: The Sword of Simón Bolívar","8/25/17"
"DEATH NOTE: Death Note: Tactics","8/23/17"
"DEATH NOTE: Death Note: Pursuit","8/23/17"
"DEATH NOTE: Death Note: Dealings","8/22/17"
"DEATH NOTE: Death Note: Confrontation","8/22/17"
"DEATH NOTE: Death Note: Rebirth","8/22/17"
"Marvel's The Defenders: Limited Series: The Defenders","8/21/17"
"Marvel's The Defenders: Limited Series: Fish in the Jailhouse","8/21/17"
"Marvel's The Defenders: Limited Series: Ashes, Ashes","8/21/17"
"Marvel's The Defenders: Limited Series: Take Shelter","8/21/17"
"Marvel's The Defenders: Limited Series: Royal Dragon","8/20/17"
"Marvel's The Defenders: Limited Series: Worst Behavior","8/20/17"
"Marvel's The Defenders: Limited Series: Mean Right Hook","8/20/17"
"Abstract: The Art of Design: Season 1: Paula Scher: Graphic Design","8/5/17"
"Marvel's Iron Fist: Season 1: Dragon Plays with Fire","8/4/17"
"Marvel's Iron Fist: Season 1: Bar the Big Boss","8/4/17"
"Marvel's Iron Fist: Season 1: Lead Horse Back to Stable","8/3/17"
"Marvel's Iron Fist: Season 1: Black Tiger Steals Heart","8/2/17"
"Marvel's Iron Fist: Season 1: The Mistress of All Agonies","7/31/17"
"Marvel's Iron Fist: Season 1: The Blessing of Many Fractures","7/30/17"
"Marvel's Iron Fist: Season 1: Felling Tree with Roots","7/30/17"
"Minimalism: A Documentary About the Important Things","7/27/17"
"Marvel's Iron Fist: Season 1: Immortal Emerges from Cave","7/26/17"
"Marvel's Iron Fist: Season 1: Under Leaf Pluck Lotus","7/25/17"
"Marvel's Iron Fist: Season 1: Eight Diagram Dragon Palm","7/23/17"
"Marvel's Iron Fist: Season 1: Rolling Thunder Cannon Punch","7/23/17"
"Marvel's Iron Fist: Season 1: Shadow Hawk Takes Flight","7/23/17"
"The Amazing Spider-Man","7/23/17"
"Marvel's Iron Fist: Season 1: Snow Gives Way","7/22/17"
"Ant-Man","7/21/17"
"Castlevania: Season 1: Witchbottle","7/10/17"
"Sherlock: Series 3: The Abominable Bride","7/10/17"
"Jurassic World","7/5/17"
"House of Cards: Season 1: Chapter 1","6/23/17"
"Ong Bak 3","6/21/17"
"Parker","6/19/17"
"Revenge of the Ninja","6/19/17"
"House of Cards: Season 5: Chapter 61","6/19/17"
"House of Cards: Season 5: Chapter 60","6/19/17"
"House of Cards: Season 5: Chapter 59","6/19/17"
"House of Cards: Season 5: Chapter 58","6/19/17"
"House of Cards: Season 5: Chapter 53","6/18/17"
"House of Cards: Season 5: Chapter 57","6/18/17"
"House of Cards: Season 5: Chapter 56","6/18/17"
"House of Cards: Season 5: Chapter 55","6/17/17"
"House of Cards: Season 5: Chapter 54","6/17/17"
"Iron Man 3","6/14/17"
"Blade II","6/11/17"
"The Last Witch Hunter","6/4/17"
"The Mask You Live In","5/28/17"
"Bill Nye Saves the World: Season 1: The Original Martian Invasion","5/28/17"
"Penn & Teller: Fool Us: In Vegas: Penn & Teller Shoot to Kill","5/28/17"
"Bill Nye Saves the World: Season 1: More Food, Less Hype","5/23/17"
"Bill Nye Saves the World: Season 1: Machines Take Over the World","5/22/17"
"Bill Nye Saves the World: Season 1: Tune Your Quack-o-Meter","5/14/17"
"Bill Nye Saves the World: Season 1: Earth Is a Hot Mess","5/14/17"
"Cosmos: A Spacetime Odyssey: Season 1: Hiding in the Light","5/14/17"
"Cosmos: A Spacetime Odyssey: Season 1: Standing Up in the Milky Way","5/14/17"
"Secrets of the Tower of London","5/7/17"
"Black Mirror: Season 3: Nosedive","5/6/17"
"Bates Motel: Season 1: What's Wrong with Norman","5/1/17"
"13 Reasons Why: Season 1: Tape 1, Side A","4/6/17"
"Dracula 2000","4/6/17"
"RuPaul's Drag Race: Season 6: Glitter Ball","4/1/17"
"RuPaul's Drag Race: Season 6: Drag My Wedding","4/1/17"
"RuPaul's Drag Race: Season 6: Drag Queens of Talk","4/1/17"
"Sherlock: Series 3: His Last Vow","3/22/17"
"Sherlock: Series 3: The Sign of Three","3/19/17"
"Sherlock: Series 3: The Empty Hearse","3/19/17"
"Sing Street","3/19/17"
"Abstract: The Art of Design: Season 1: Christoph Niemann: Illustration","3/19/17"
"Sherlock: Series 2: The Reichenbach Fall","3/17/17"
"Sherlock: Series 2: The Hounds of Baskerville","3/16/17"
"Sherlock: Series 2: A Scandal in Belgravia","3/14/17"
"Sherlock: Series 1: The Great Game","3/14/17"
"Sherlock: Series 1: The Blind Banker","3/13/17"
"Black Mirror: Season 2: White Christmas","3/1/17"
"Bates Motel: Season 1: Nice Town You Picked, Norma...","2/22/17"
"Bates Motel: Season 1: First You Dream, Then You Die","2/22/17"
"Psycho","2/22/17"
"Bates Motel: Season 3: The Last Supper","2/22/17"
"Bates Motel: Season 3: Norma Louise","2/22/17"
"Bates Motel: Season 3: The Deal","2/22/17"
"Bates Motel: Season 3: Unbreak-Able","2/22/17"
"Bates Motel: Season 3: Persuasion","2/21/17"
"Bates Motel: Season 3: The Arcanum Club","2/21/17"
"Men in Black 3","2/19/17"
"Bates Motel: Season 3: A Death in the Family","2/19/17"
"Bates Motel: Season 2: The Immutable Truth","2/18/17"
"Bates Motel: Season 2: The Box","2/17/17"
"Bates Motel: Season 2: Meltdown","2/17/17"
"Bates Motel: Season 2: Presumed Innocent","2/16/17"
"Bates Motel: Season 2: Caleb","2/16/17"
"Bates Motel: Season 2: Shadow of a Doubt","2/15/17"
"Bates Motel: Season 2: Gone But Not Forgotten","2/15/17"
"Bates Motel: Season 1: The Truth","2/14/17"
"Bates Motel: Season 1: Ocean View","2/14/17"
"Bates Motel: Season 1: Trust Me","2/14/17"
"iBOY","2/14/17"
"Ex Machina","2/11/17"
"Birdman or (The Unexpected Virtue of Ignorance)","2/11/17"
"Transformers: Age of Extinction","2/11/17"
"The Tudors: Season 2: His Majesty's Pleasure","2/5/17"
"The Tudors: Season 2: The Act of Succession","2/5/17"
"The Tudors: Season 2: Checkmate","2/5/17"
"Secrets of Great British Castles: Season 1: Dover Castle","2/5/17"
"Black Mirror: Season 2: The Waldo Moment","2/5/17"
"Black Mirror: Season 2: White Bear","2/5/17"
"Total Recall","1/31/17"
"The Tudors: Season 2: Tears of Blood","1/29/17"
"The Tudors: Season 2: Everything Is Beautiful","1/29/17"
"The Tudors: Season 1: The Death of Wolsey","1/29/17"
"The Tudors: Season 1: Look to God First","1/29/17"
"London Has Fallen","1/21/17"
"BoJack Horseman: Season 1: BoJack Horseman: The BoJack Horseman Story, Chapter One","1/18/17"
"Born to Raise Hell","1/18/17"
"The OA: Part I: Chapter 8: Invisible Self","1/17/17"
"The OA: Part I: Chapter 7: Empire of Light","1/15/17"
"The OA: Part I: Chapter 6: Forking Paths","1/15/17"
"The OA: Part I: Chapter 5: Paradise","1/15/17"
"The OA: Part I: Chapter 4: Away","1/15/17"
"The OA: Part I: Chapter 3: Champion","1/15/17"
"The OA: Part I: Chapter 2: New Colossus","1/15/17"
"Chef's Table: Volume 1: Niki Nakayama","1/13/17"
"Whiplash","1/13/17"
"The Hobbit: The Battle of the Five Armies","1/12/17"
"Redemption","1/11/17"
"Halo 4: Forward Unto Dawn","1/9/17"
"Fight Club","1/8/17"
"The Tudors: Season 1: Truth and Justice","1/8/17"
"The Tudors: Season 1: Message to the Emperor","1/8/17"
"The Tudors: Season 1: True Love","1/6/17"
"The Tudors: Season 1: Arise, My Lord","1/6/17"
"The Tudors: Season 1: His Majesty, the King","1/6/17"
"Van Helsing: Season 1: It Begins","1/6/17"
"Van Helsing: Season 1: He's Coming","1/6/17"
"Van Helsing: Season 1: Last Time","1/6/17"
"Van Helsing: Season 1: Stay Away","1/6/17"
"Van Helsing: Season 1: Help Out","1/6/17"
"Van Helsing: Season 1: Little Thing","1/6/17"
"Van Helsing: Season 1: For Me","1/5/17"
"Van Helsing: Season 1: Nothing Matters","1/5/17"
"Van Helsing: Season 1: Fear Her","1/4/17"
"The Tudors: Season 1: Wolsey, Wolsey, Wolsey!","1/4/17"
"Van Helsing: Season 1: Coming Back","1/3/17"
"The Tudors: Season 1: Simply Henry","1/2/17"
"The Tudors: Season 1: In Cold Blood","1/2/17"
"Van Helsing: Season 1: Stay Inside","1/2/17"
"Van Helsing: Season 1: Seen You","1/2/17"
"Van Helsing: Season 1: Help Me","1/2/17"
"Catching the Sun","12/25/16"
"Under the Sun","12/25/16"
"Outlander: Season 2: Not in Scotland Anymore","12/21/16"
"Outlander: Season 2: Through a Glass, Darkly","12/21/16"
"The OA: Part I: Chapter 1: Homecoming","12/21/16"
"Chef's Table: Volume 1: Francis Mallmann","12/17/16"
"Mission: Impossible","12/13/16"
"Audrie & Daisy","12/11/16"
"3%: Season 1: Chapter 01: Cubes","12/11/16"
"Guardians of the Galaxy","12/11/16"
"Spectral","12/11/16"
"Black Mirror: Season 2: Be Right Back","12/10/16"
"The Legend of Drunken Master","12/8/16"
"American Horror Story: Freak Show: Massacres and Matinees","12/7/16"
"Teenage Mutant Ninja Turtles","11/25/16"
"The 36th Chamber of Shaolin","11/22/16"
"Gilmore Girls: A Year in the Life - Motion Video - 1 Loop","11/21/16"
"Resident Evil: Retribution","11/19/16"
"Ghost in the Shell","11/19/16"
"Black Mirror: Season 1: The Entire History of You","11/14/16"
"Dracula Untold","11/9/16"
"Black Mirror: Season 3: Hated in the Nation","11/7/16"
"Black Mirror: Season 3: Men Against Fire","11/6/16"
"Black Mirror: Season 1: Fifteen Million Merits","11/6/16"
"Black Mirror: Season 3: Shut Up and Dance","11/5/16"
"Black Mirror: Season 3: Playtest","11/4/16"
"Black Mirror: Season 1: The National Anthem","10/31/16"
"Black Mirror: Season 3: San Junipero","10/29/16"
"Sons of Anarchy: Season 7: Papa's Goods","10/26/16"
"Sons of Anarchy: Season 7: Red Rose","10/26/16"
"Sons of Anarchy: Season 7: Suits of Woe","10/24/16"
"Sons of Anarchy: Season 7: Faith and Despondency","10/24/16"
"Sons of Anarchy: Season 7: What a Piece of Work Is Man","10/24/16"
"Sons of Anarchy: Season 7: The Separation of Crows","10/21/16"
"Sons of Anarchy: Season 7: Greensleeves","10/20/16"
"Sons of Anarchy: Season 7: Smoke 'em if You Got 'em","10/19/16"
"Sons of Anarchy: Season 7: Some Strange Eruption","10/18/16"
"Narcos: Season 1: Descenso","10/18/16"
"Sons of Anarchy: Season 7: Poor Little Lambs","10/14/16"
"Sons of Anarchy: Season 7: Playing with Monsters","10/8/16"
"Sons of Anarchy: Season 7: Toil and Till","10/8/16"
"Sons of Anarchy: Season 7: Black Widower","10/8/16"
"Sons of Anarchy: Season 6: A Mother's Work","10/7/16"
"Sons of Anarchy: Season 6: You Are My Sunshine","10/7/16"
"Sons of Anarchy: Season 6: Aon Rud Pearsanta","10/6/16"
"Sons of Anarchy: Season 6: Huang Wu","10/5/16"
"Sons of Anarchy: Season 6: John 8:32","10/4/16"
"Sons of Anarchy: Season 6: Los Fantasmas","10/3/16"
"Sons of Anarchy: Season 6: Sweet and Vaded","10/2/16"
"Sons of Anarchy: Season 6: Salvage","10/2/16"
"Sons of Anarchy: Season 6: The Mad King","10/1/16"
"Sons of Anarchy: Season 6: Wolfsangel","9/30/16"
"Sons of Anarchy: Season 6: Poenitentia","9/30/16"
"Sons of Anarchy: Season 6: One One Six","9/30/16"
"Sons of Anarchy: Season 6: Straw","9/26/16"
"Sons of Anarchy: Season 5: J'ai Obtenu Cette","9/25/16"
"Sons of Anarchy: Season 5: Darthy","9/25/16"
"Sons of Anarchy: Season 5: To Thine Own Self","9/25/16"
"The Hunger Games: Mockingjay - Part 2","9/25/16"
"Chef's Table: France: Season 1: Alexandre Couillon","9/25/16"
"Sons of Anarchy: Season 5: Crucifixed","9/24/16"
"Sons of Anarchy: Season 5: Andare Pescare","9/20/16"
"Sons of Anarchy: Season 5: Ablation","9/20/16"
"Sons of Anarchy: Season 5: Toad's Wild Ride","9/20/16"
"Sons of Anarchy: Season 5: Small World","9/20/16"
"Sons of Anarchy: Season 5: Orca Shrugged","9/19/16"
"Sons of Anarchy: Season 5: Stolen Huffy","9/18/16"
"Sons of Anarchy: Season 5: Laying Pipe","9/18/16"
"Sons of Anarchy: Season 5: Authority Vested","9/18/16"
"Sons of Anarchy: Season 5: Sovereign","9/18/16"
"Chef's Table: France: Season 1: Alain Passard","9/16/16"
"Sons of Anarchy: Season 4: To Be - Act 2","9/16/16"
"Sons of Anarchy: Season 4: To Be - Act 1","9/16/16"
"Sons of Anarchy: Season 4: Burnt and Purged Away","9/16/16"
"Sons of Anarchy: Season 4: Call of Duty","9/16/16"
"Sons of Anarchy: Season 4: Hands","9/16/16"
"Sons of Anarchy: Season 4: Kiss","9/16/16"
"Sons of Anarchy: Season 4: Family Recipe","9/16/16"
"Sons of Anarchy: Season 4: Fruit for the Crows","9/16/16"
"Sons of Anarchy: Season 4: With an X","9/15/16"
"Sons of Anarchy: Season 4: Brick","9/15/16"
"Sons of Anarchy: Season 4: Una Venta","9/15/16"
"Sons of Anarchy: Season 4: Dorylus","9/14/16"
"Sons of Anarchy: Season 4: Booster","9/14/16"
"Sons of Anarchy: Season 4: Out","9/14/16"
"Sons of Anarchy: Season 3: NS","9/13/16"
"Sons of Anarchy: Season 3: June Wedding","9/13/16"
"Sons of Anarchy: Season 3: Bainne","9/12/16"
"Sons of Anarchy: Season 3: Firinne","9/12/16"
"Sons of Anarchy: Season 3: Turas","9/12/16"
"Stranger Things: Chapter One: The Vanishing of Will Byers","9/2/16"
"Sons of Anarchy: Season 3: Lochan Mor","9/1/16"
"Sons of Anarchy: Season 3: Widening Gyre","8/31/16"
"Sons of Anarchy: Season 3: The Push","8/31/16"
"Sons of Anarchy: Season 3: Turning and Turning","8/30/16"
"Sons of Anarchy: Season 3: Home","8/30/16"
"Sons of Anarchy: Season 3: Caregiver","8/30/16"
"Stranger Things: Chapter Eight: The Upside Down","8/30/16"
"Stranger Things: Chapter Seven: The Bathtub","8/29/16"
"Stranger Things: Chapter Six: The Monster","8/29/16"
"Sons of Anarchy: Season 3: Oiled","8/29/16"
"Stranger Things: Chapter Five: The Flea and the Acrobat","8/29/16"
"Stranger Things: Chapter Four: The Body","8/29/16"
"Stranger Things: Chapter Three: Holly, Jolly","8/29/16"
"Sons of Anarchy: Season 3: SO","8/29/16"
"Sons of Anarchy: Season 2: Na Triobloidi","8/29/16"
"Sons of Anarchy: Season 2: The Culling","8/29/16"
"Sons of Anarchy: Season 2: Service","8/28/16"
"Sons of Anarchy: Season 2: Balm","8/28/16"
"Sons of Anarchy: Season 2: Fa Guan","8/26/16"
"Sons of Anarchy: Season 2: Potlatch","8/26/16"
"Sons of Anarchy: Season 2: Gilead","8/26/16"
"Sons of Anarchy: Season 2: Falx Cerebri","8/26/16"
"Sons of Anarchy: Season 2: Smite","8/25/16"
"Sons of Anarchy: Season 2: Eureka","8/25/16"
"Sons of Anarchy: Season 2: Fix","8/24/16"
"Sons of Anarchy: Season 2: Small Tears","8/24/16"
"Sons of Anarchy: Season 2: Albification","8/23/16"
"Sons of Anarchy: Season 1: The Revelator","8/23/16"
"Sons of Anarchy: Season 1: The Sleep of Babies","8/22/16"
"Sons of Anarchy: Season 1: Capybara","8/22/16"
"Sons of Anarchy: Season 1: Better Half","8/21/16"
"Sons of Anarchy: Season 1: Hell Followed","8/21/16"
"Sons of Anarchy: Season 1: The Pull","8/18/16"
"Sons of Anarchy: Season 1: Old Bones","8/18/16"
"Sons of Anarchy: Season 1: AK-51","8/16/16"
"Sons of Anarchy: Season 1: Giving Back","8/16/16"
"Sons of Anarchy: Season 1: Patch Over","8/16/16"
"Sons of Anarchy: Season 1: Fun Town","8/15/16"
"The Get Down: Part 1: Where There Is Ruin, There Is Hope for a Treasure","8/12/16"
"Orange Is the New Black: Season 1: I Wasn't Ready","8/12/16"
"The Fundamentals of Caring","7/28/16"
"Better Call Saul: Season 2: Klick","7/28/16"
"Better Call Saul: Season 2: Nailed","7/28/16"
"Better Call Saul: Season 2: Fifi","7/28/16"
"Better Call Saul: Season 2: Inflatable","7/26/16"
"Better Call Saul: Season 2: Bali Ha'i","7/25/16"
"Better Call Saul: Season 2: Rebecca","7/25/16"
"Better Call Saul: Season 2: Gloves Off","7/25/16"
"Better Call Saul: Season 2: Amarillo","7/24/16"
"Better Call Saul: Season 2: Cobbler","7/24/16"
"Better Call Saul: Season 2: Switch","7/24/16"
"Better Call Saul: Season 1: Marco","7/24/16"
"Better Call Saul: Season 1: Pimento","7/19/16"
"Better Call Saul: Season 1: Rico","7/19/16"
"Better Call Saul: Season 1: Bingo","7/18/16"
"Better Call Saul: Season 1: Five-O","7/18/16"
"Better Call Saul: Season 1: Alpine Shepherd Boy","7/17/16"
"Better Call Saul: Season 1: Hero","7/15/16"
"Chef's Table: Volume 1: Dan Barber","7/10/16"
"Chef's Table: Volume 1: Massimo Bottura","7/9/16"
"Better Call Saul: Season 1: Nacho","7/8/16"
"Better Call Saul: Season 1: Mijo","7/8/16"
"Better Call Saul: Season 1: Uno","7/8/16"
"A Walk Among the Tombstones","7/8/16"
"Orphan Black: Season 4: From Dancing Mice to Psychopaths","7/7/16"
"Orphan Black: Season 4: The Mitigation of Competition","7/4/16"
"Orphan Black: Season 4: The Redesign of Natural Objects","7/3/16"
"The Wolf of Wall Street","7/3/16"
"Equilibrium","7/3/16"
"Orphan Black: Season 4: The Antisocialism of Sex","7/2/16"
"Teenage Mutant Ninja Turtles: The Movie","6/19/16"
"Family Guy: Season 11: Farmer Guy","6/19/16"
"Family Guy: Season 11: Bigfat","6/19/16"
"Family Guy: Season 11: Turban Cowboy","6/19/16"
"Superbad","6/19/16"
"Sons of Anarchy: Season 1: Seeds","6/17/16"
"Sons of Anarchy: Season 1: Pilot","6/15/16"
"Gotham: Season 1: All Happy Families Are Alike","6/12/16"
"Gotham: Season 1: The Anvil or the Hammer","6/12/16"
"Gotham: Season 1: Under the Knife","6/12/16"
"Gotham: Season 1: Beasts of Prey","6/10/16"
"Gotham: Season 1: Everyone Has a Cobblepot","6/10/16"
"Gotham: Season 1: Red Hood","6/9/16"
"Gotham: Season 1: The Blind Fortune Teller","6/9/16"
"Gotham: Season 1: The Scarecrow","6/8/16"
"Gotham: Season 1: The Fearsome Dr. Crane","6/8/16"
"Gotham: Season 1: Welcome Back, Jim Gordon","6/7/16"
"Gotham: Season 1: What the Little Bird Told Him","6/5/16"
"Gotham: Season 1: Rogues' Gallery","6/3/16"
"Gotham: Season 1: Lovecraft","6/1/16"
"Gotham: Season 1: Harvey Dent","5/31/16"
"Gotham: Season 1: The Mask","5/31/16"
"Gotham: Season 1: Penguin's Umbrella","5/28/16"
"Gotham: Season 1: Spirit of the Goat","5/27/16"
"Gotham: Season 1: Viper","5/26/16"
"Orphan Black: Season 4: The Scandal of Altruism","5/23/16"
"American Horror Story: Coven: The Seven Wonders","5/23/16"
"American Horror Story: Coven: Go to Hell","5/23/16"
"American Horror Story: Coven: Protect the Coven","5/23/16"
"American Horror Story: Coven: The Magical Delights of Stevie Nicks","5/23/16"
"American Horror Story: Coven: Head","5/23/16"
"American Horror Story: Coven: The Sacred Taking","5/22/16"
"American Horror Story: Coven: The Dead","5/22/16"
"American Horror Story: Coven: The Axeman Cometh","5/21/16"
"American Horror Story: Coven: Burn, Witch. Burn!","5/21/16"
"American Horror Story: Coven: Fearful Pranks Ensue","5/21/16"
"Bloodline: Season 1: Part 1","5/20/16"
"American Horror Story: Coven: The Replacements","5/20/16"
"American Horror Story: Coven: Boy Parts","5/20/16"
"American Horror Story: Coven: Bitchcraft","5/20/16"
"iZombie: Season 1: Pilot","5/19/16"
"Orphan Black: Season 4: Human Raw Material","5/19/16"
"Orphan Black: Season 4: From Indistinct to Rational Control","5/19/16"
"Orphan Black: Season 4: The Stigmata of Progress","5/18/16"
"Orphan Black: Season 4: Transgressive Border Crossing","5/14/16"
"Orphan Black: Season 4: The Collapse of Nature","5/11/16"
"Orphan Black: Season 3: History Yet to be Written","5/9/16"
"Orphan Black: Season 3: Insolvent Phantom of Tomorrow","5/9/16"
"Orphan Black: Season 3: Ruthless in Purpose, and Insidious in Method","5/9/16"
"Orphan Black: Season 3: Community of Dreadful Fear and Hate","5/8/16"
"Orphan Black: Season 3: Certain Agony of the Battlefield","5/8/16"
"Orphan Black: Season 3: Scarred by Many Past Frustrations","5/5/16"
"Orphan Black: Season 3: Newer Elements of Our Defense","5/3/16"
"Orphan Black: Season 3: Formalized, Complex, and Costly","5/3/16"
"Orphan Black: Season 3: Transitory Sacrifices of Crisis","5/2/16"
"Orphan Black: Season 3: The Weight of This Combination","5/2/16"
"Orphan Black: Season 2: By Means Which Have Never Yet Been Tried","4/22/16"
"Orphan Black: Season 2: Things Which Have Never Yet Been Done","4/21/16"
"Orphan Black: Season 2: Variable and Full of Perturbation","4/21/16"
"Orphan Black: Season 2: Knowledge of Causes, and Secret Motion of Things","4/20/16"
"Orphan Black: Season 2: To Hound Nature in Her Wanderings","4/19/16"
"Orphan Black: Season 2: Ipsa Scientia Potestas Est","4/19/16"
"Orphan Black: Season 2: Governed as It Were by Chance","4/18/16"
"Orphan Black: Season 2: Mingling Its Own Nature With It","4/18/16"
"Cooked: Season 1: Earth","4/16/16"
"Orphan Black: Season 2: Governed by Sound Reason and True Religion","4/10/16"
"Orphan Black: Season 2: Nature Under Constraint and Vexed","4/10/16"
"Cooked: Season 1: Air","4/10/16"
"Cooked: Season 1: Water","4/10/16"
"Cooked: Season 1: Fire","4/10/16"
"Orphan Black: Season 1: Endless Forms Most Beautiful","4/10/16"
"Orphan Black: Season 1: Parts Developed in an Unusual Manner","4/9/16"
"Orphan Black: Season 1: Variations Under Domestication","4/9/16"
"Orphan Black: Season 1: Conditions of Existence","4/7/16"
"Orphan Black: Season 1: Effects of External Conditions","4/6/16"
"Orphan Black: Season 1: Variation Under Nature","4/6/16"
"Orphan Black: Season 1: Instinct","4/6/16"
"Orphan Black: Season 1: Natural Selection","4/4/16"
"Gotham: Season 1: Arkham","3/30/16"
"Gotham: Season 1: The Balloonman","3/30/16"
"Gotham: Season 1: Selina Kyle","3/29/16"
"Gotham: Season 1: Pilot","3/29/16"
"The Real Miyagi","3/25/16"
"Grown Ups","3/25/16"
"Captain America: The Winter Soldier","3/22/16"
"Marvel's Daredevil: Season 2: A Cold Day in Hell's Kitchen","3/20/16"
"Marvel's Daredevil: Season 2: The Dark at the End of the Tunnel","3/20/16"
"Marvel's Daredevil: Season 2: .380","3/20/16"
"Marvel's Daredevil: Season 2: The Man in the Box","3/20/16"
"Marvel's Daredevil: Season 2: Seven Minutes in Heaven","3/20/16"
"Marvel's Daredevil: Season 2: Guilty as Sin","3/20/16"
"Marvel's Daredevil: Season 2: Semper Fidelis","3/20/16"
"Marvel's Daredevil: Season 2: Regrets Only","3/20/16"
"Marvel's Daredevil: Season 2: Kinbaku","3/19/16"
"Marvel's Daredevil: Season 2: Penny and Dime","3/19/16"
"Marvel's Daredevil: Season 2: New York's Finest","3/19/16"
"Marvel's Daredevil: Season 2: Dogs to a Gunfight","3/19/16"
"Marvel's Daredevil: Season 2: Bang","3/19/16"
"House of Cards: Season 4: Chapter 52","3/14/16"
"House of Cards: Season 4: Chapter 51","3/14/16"
"House of Cards: Season 4: Chapter 50","3/14/16"
"House of Cards: Season 4: Chapter 49","3/13/16"
"House of Cards: Season 4: Chapter 48","3/13/16"
"House of Cards: Season 4: Chapter 47","3/13/16"
"House of Cards: Season 4: Chapter 46","3/13/16"
"House of Cards: Season 4: Chapter 45","3/8/16"
"House of Cards: Season 4: Chapter 44","3/8/16"
"House of Cards: Season 4: Chapter 43","3/8/16"
"House of Cards: Season 4: Chapter 42","3/8/16"
"House of Cards: Season 4: Chapter 41","3/7/16"
"House of Cards: Season 4: Chapter 40","3/7/16"
"Natural Born Killers","2/24/16"
"The Fresh Prince of Bel-Air: Season 5: Soul Train","2/8/16"
"Untouchable","1/23/16"
"Headhunters","1/22/16"
"Kung Pow: Enter the Fist","1/22/16"
"Dragon Eyes","1/19/16"
"RoboCop 3","1/17/16"
"The Warriors","1/17/16"
"Shooter","1/5/16"
"Jack Ryan: Shadow Recruit","1/4/16"
"Transporter 3","1/3/16"
"Star Trek Into Darkness","1/3/16"
"Family Guy: Season 11: Valentine's Day in Quahog","12/14/15"
"Family Guy: Season 11: The Giggity Wife","12/14/15"
"Star Wars: Episode IV: A New Hope","12/14/15"
"Family Guy: Season 11: The Old Man and the Big C","12/7/15"
"Family Guy: Season 11: Ratings Guy","12/6/15"
"Family Guy: Season 11: Friends Without Benefits","12/6/15"
"Family Guy: Season 9: And Then There Were Fewer Part 2","12/6/15"
"Family Guy: Season 9: And Then There Were Fewer Part 1","12/6/15"
"Family Guy: Season 9: Trading Places","12/5/15"
"Family Guy: Season 9: The Hand that Rocks the Wheelchair","12/3/15"
"John Carter","12/1/15"
"Kung Fu Jungle","11/29/15"
"Marvel's Jessica Jones: Season 1: AKA 99 Friends","11/28/15"
"Marvel's Jessica Jones: Season 1: AKA It's Called Whiskey","11/28/15"
"Marvel's Jessica Jones: Season 1: AKA Crush Syndrome","11/28/15"
"Marvel's Jessica Jones: Season 1: AKA Ladies Night","11/26/15"
"Marvel's Jessica Jones: Season 1: AKA Smile","11/26/15"
"Marvel's Jessica Jones: Season 1: AKA Take a Bloody Number","11/26/15"
"Marvel's Jessica Jones: Season 1: AKA I've Got the Blues","11/25/15"
"Marvel's Jessica Jones: Season 1: AKA 1,000 Cuts","11/25/15"
"Marvel's Jessica Jones: Season 1: AKA Sin Bin","11/25/15"
"Marvel's Jessica Jones: Season 1: AKA WWJD?","11/25/15"
"Marvel's Jessica Jones: Season 1: AKA Top Shelf Perverts","11/24/15"
"Marvel's Jessica Jones: Season 1: AKA You're a Winner!","11/24/15"
"Marvel's Jessica Jones: Season 1: AKA The Sandwich Saved Me","11/24/15"
"House, M.D.: Season 6: Wilson","11/13/15"
"House, M.D.: Season 6: Broken: Part 2","11/7/15"
"House, M.D.: Season 6: Broken: Part 1","11/7/15"
"Scream: Season 1: Wanna Play a Game?","11/7/15"
"Scream: Season 1: Hello, Emma","11/7/15"
"Scream: Season 1: Pilot","11/7/15"
"Scream","11/7/15"
"The Expendables","10/27/15"
"THE MECHANIC","10/26/15"
"Buffy the Vampire Slayer: Season 1: Angel","10/26/15"
"Buffy the Vampire Slayer: Season 1: The Pack","10/26/15"
"Buffy the Vampire Slayer: Season 1: Never Kill a Boy on the First Date","10/26/15"
"Buffy the Vampire Slayer: Season 1: Teacher's Pet","10/26/15"
"Buffy the Vampire Slayer: Season 1: Witch","10/25/15"
