Title,Date
"Stranger Things: Chapter Three: Holly, Jolly",8/29/16
Sons of Anarchy: Season 3: SO,8/29/16
Sons of Anarchy: Season 2: Na Triobloidi,8/29/16
Sons of Anarchy: Season 2: The Culling,8/29/16
Sons of Anarchy: Season 2: Service,8/28/16
Sons of Anarchy: Season 2: Balm,8/28/16
Sons of Anarchy: Season 2: Fa Guan,8/26/16
Sons of Anarchy: Season 2: Potlatch,8/26/16
Sons of Anarchy: Season 2: Gilead,8/26/16
Sons of Anarchy: Season 2: Falx Cerebri,8/26/16
Sons of Anarchy: Season 2: Smite,8/25/16
Sons of Anarchy: Season 2: Eureka,8/25/16
Sons of Anarchy: Season 2: Fix,8/24/16
Sons of Anarchy: Season 2: Small Tears,8/24/16
Sons of Anarchy: Season 2: Albification,8/23/16
Sons of Anarchy: Season 1: The Revelator,8/23/16
Sons of Anarchy: Season 1: The Sleep of Babies,8/22/16
Sons of Anarchy: Season 1: Capybara,8/22/16
Sons of Anarchy: Season 1: Better Half,8/21/16
Sons of Anarchy: Season 1: Hell Followed,8/21/16
Sons of Anarchy: Season 1: The Pull,8/18/16
Sons of Anarchy: Season 1: Old Bones,8/18/16
Sons of Anarchy: Season 1: AK-51,8/16/16
Sons of Anarchy: Season 1: Giving Back,8/16/16
Sons of Anarchy: Season 1: Patch Over,8/16/16
Sons of Anarchy: Season 1: Fun Town,8/15/16
"The Get Down: Part 1: Where There Is Ruin, There Is Hope for a Treasure",8/13/16
Orange Is the New Black: Season 1: I Wasn't Ready,08/12/2016
The Fundamentals of Caring,7/28/16
Better Call Saul: Season 2: Klick,7/28/16
Better Call Saul: Season 2: Nailed,7/28/16
Better Call Saul: Season 2: Fifi,7/28/16
Better Call Saul: Season 2: Inflatable,7/26/16
Better Call Saul: Season 2: Bali Ha'i,7/25/16
Better Call Saul: Season 2: Rebecca,7/25/16
Better Call Saul: Season 2: Gloves Off,7/25/16
Better Call Saul: Season 2: Amarillo,7/24/16
Better Call Saul: Season 2: Cobbler,7/24/16
Better Call Saul: Season 2: Switch,7/24/16
Better Call Saul: Season 1: Marco,7/24/16
Better Call Saul: Season 1: Pimento,7/19/16
Better Call Saul: Season 1: Rico,7/19/16
Better Call Saul: Season 1: Bingo,7/18/16
Better Call Saul: Season 1: Five-O,7/18/16
Better Call Saul: Season 1: Alpine Shepherd Boy,7/17/16
Better Call Saul: Season 1: Hero,7/15/16
Chef's Table: Volume 1: Dan Barber,07/10/2016
Chef's Table: Volume 1: Massimo Bottura,07/09/2016
Better Call Saul: Season 1: Nacho,07/09/2016
Better Call Saul: Season 1: Mijo,07/08/2016
Better Call Saul: Season 1: Uno,07/08/2016
A Walk Among the Tombstones,07/08/2016
Orphan Black: Season 4: From Dancing Mice to Psychopaths,07/07/2016
Friends: Season 1: The One with Mrs. Bing,07/05/2016
Friends: Season 1: The One with the Monkey,07/05/2016
Orphan Black: Season 4: The Mitigation of Competition,07/04/2016
Orphan Black: Season 4: The Redesign of Natural Objects,07/03/2016
The Wolf of Wall Street,07/03/2016
Equilibrium,07/03/2016
Orphan Black: Season 4: The Antisocialism of Sex,07/02/2016
Friends: Season 1: The One Where Underdog Gets Away,6/28/16
Friends: Season 1: The One Where Nana Dies Twice,6/28/16
Friends: Season 1: The One with the Blackout,6/28/16
Friends: Season 1: The One with the Butt,6/22/16
Friends: Season 1: The One with George Stephanopoulos,6/22/16
Friends: Season 1: The One with the Thumb,6/22/16
Friends: Season 1: The One with the Sonogram at the End,6/21/16
Superbad,6/19/16
Sons of Anarchy: Season 1: Seeds,6/17/16
Sons of Anarchy: Season 1: Pilot,6/15/16
Gotham: Season 1: All Happy Families Are Alike,06/12/2016
Gotham: Season 1: The Anvil or the Hammer,06/12/2016
Gotham: Season 1: Under the Knife,06/12/2016
Gotham: Season 1: Beasts of Prey,06/10/2016
Gotham: Season 1: Everyone Has a Cobblepot,06/10/2016
Gotham: Season 1: Red Hood,06/09/2016
Gotham: Season 1: The Blind Fortune Teller,06/09/2016
Gotham: Season 1: The Scarecrow,06/08/2016
Gotham: Season 1: The Fearsome Dr. Crane,06/08/2016
"Gotham: Season 1: Welcome Back, Jim Gordon",06/07/2016
Gotham: Season 1: What the Little Bird Told Him,06/05/2016
Gotham: Season 1: Rogues' Gallery,06/03/2016
Gotham: Season 1: Lovecraft,06/01/2016
Gotham: Season 1: Harvey Dent,5/31/16
Gotham: Season 1: The Mask,5/31/16
Gotham: Season 1: Penguin's Umbrella,5/28/16
Gotham: Season 1: Spirit of the Goat,5/27/16
Gotham: Season 1: Viper,5/26/16
Orphan Black: Season 4: The Scandal of Altruism,5/23/16
American Horror Story: Coven: The Seven Wonders,5/23/16
American Horror Story: Coven: Go to Hell,5/23/16
American Horror Story: Coven: Protect the Coven,5/23/16
American Horror Story: Coven: The Magical Delights of Stevie Nicks,5/23/16
American Horror Story: Coven: Head,5/23/16
American Horror Story: Coven: The Sacred Taking,5/22/16
American Horror Story: Coven: The Dead,5/22/16
American Horror Story: Coven: The Axeman Cometh,5/22/16
"American Horror Story: Coven: Burn, Witch. Burn!",5/21/16
American Horror Story: Coven: Fearful Pranks Ensue,5/21/16
Bloodline: Season 1: Part 1,5/20/16
American Horror Story: Coven: The Replacements,5/20/16
American Horror Story: Coven: Boy Parts,5/20/16
American Horror Story: Coven: Bitchcraft,5/20/16
iZombie: Season 1: Pilot,5/19/16
Orphan Black: Season 4: Human Raw Material,5/19/16
Orphan Black: Season 4: From Indistinct to Rational Control,5/19/16
Orphan Black: Season 4: The Stigmata of Progress,5/18/16
Orphan Black: Season 4: Transgressive Border Crossing,5/14/16
Orphan Black: Season 4: The Collapse of Nature,05/11/2016
Orphan Black: Season 3: History Yet to be Written,05/09/2016
Orphan Black: Season 3: Insolvent Phantom of Tomorrow,05/09/2016
"Orphan Black: Season 3: Ruthless in Purpose, and Insidious in Method",05/09/2016
Orphan Black: Season 3: Community of Dreadful Fear and Hate,05/08/2016
Orphan Black: Season 3: Certain Agony of the Battlefield,05/08/2016
Orphan Black: Season 3: Scarred by Many Past Frustrations,05/05/2016
Orphan Black: Season 3: Newer Elements of Our Defense,05/03/2016
"Orphan Black: Season 3: Formalized, Complex, and Costly",05/03/2016
Orphan Black: Season 3: Transitory Sacrifices of Crisis,05/02/2016
Orphan Black: Season 3: The Weight of This Combination,05/02/2016
Orphan Black: Season 2: By Means Which Have Never Yet Been Tried,4/22/16
Orphan Black: Season 2: Things Which Have Never Yet Been Done,4/21/16
Orphan Black: Season 2: Variable and Full of Perturbation,4/21/16
"Orphan Black: Season 2: Knowledge of Causes, and Secret Motion of Things",4/20/16
Orphan Black: Season 2: To Hound Nature in Her Wanderings,4/19/16
Orphan Black: Season 2: Ipsa Scientia Potestas Est,4/19/16
Orphan Black: Season 2: Governed as It Were by Chance,4/18/16
Orphan Black: Season 2: Mingling Its Own Nature With It,4/18/16
Cooked: Season 1: Earth,4/16/16
The Big Bang Theory: Season 6: The Love Spell Potential,4/15/16
The Big Bang Theory: Season 6: The Proton Resurgence,4/15/16
The Big Bang Theory: Season 6: The Closure Alternative,4/15/16
The Big Bang Theory: Season 6: The Tenure Turbulence,4/15/16
The Big Bang Theory: Season 6: The Closet Reconfiguration,4/15/16
The Big Bang Theory: Season 6: The Contractual Obligation Implementation,4/15/16
Orphan Black: Season 2: Governed by Sound Reason and True Religion,04/10/2016
Orphan Black: Season 2: Nature Under Constraint and Vexed,04/10/2016
Cooked: Season 1: Air,04/10/2016
Cooked: Season 1: Water,04/10/2016
Cooked: Season 1: Fire,04/10/2016
Orphan Black: Season 1: Endless Forms Most Beautiful,04/10/2016
Orphan Black: Season 1: Parts Developed in an Unusual Manner,04/09/2016
Orphan Black: Season 1: Variations Under Domestication,04/09/2016
Predator,04/08/2016
Orphan Black: Season 1: Conditions of Existence,04/07/2016
Orphan Black: Season 1: Effects of External Conditions,04/06/2016
Orphan Black: Season 1: Variation Under Nature,04/06/2016
Orphan Black: Season 1: Instinct,04/06/2016
Orphan Black: Season 1: Natural Selection,04/04/2016
Gotham: Season 1: Arkham,3/30/16
Gotham: Season 1: The Balloonman,3/30/16
Gotham: Season 1: Selina Kyle,3/29/16
Gotham: Season 1: Pilot,3/29/16
The Real Miyagi,3/26/16
Grown Ups,3/25/16
Captain America: The Winter Soldier,3/22/16
Marvel's Daredevil: Season 2: A Cold Day in Hell's Kitchen,3/20/16
Marvel's Daredevil: Season 2: The Dark at the End of the Tunnel,3/20/16
Marvel's Daredevil: Season 2: .380,3/20/16
Marvel's Daredevil: Season 2: The Man in the Box,3/20/16
Marvel's Daredevil: Season 2: Seven Minutes in Heaven,3/20/16
Marvel's Daredevil: Season 2: Guilty as Sin,3/20/16
Marvel's Daredevil: Season 2: Semper Fidelis,3/20/16
Marvel's Daredevil: Season 2: Regrets Only,3/20/16
Marvel's Daredevil: Season 2: Kinbaku,3/19/16
Marvel's Daredevil: Season 2: Penny and Dime,3/19/16
Marvel's Daredevil: Season 2: New York's Finest,3/19/16
Marvel's Daredevil: Season 2: Dogs to a Gunfight,3/19/16
Marvel's Daredevil: Season 2: Bang,3/19/16
House of Cards: Season 4: Chapter 52,3/14/16
House of Cards: Season 4: Chapter 51,3/14/16
House of Cards: Season 4: Chapter 50,3/14/16
House of Cards: Season 4: Chapter 49,3/13/16
House of Cards: Season 4: Chapter 48,3/13/16
House of Cards: Season 4: Chapter 47,3/13/16
House of Cards: Season 4: Chapter 46,3/13/16
House of Cards: Season 4: Chapter 45,03/08/2016
House of Cards: Season 4: Chapter 44,03/08/2016
House of Cards: Season 4: Chapter 43,03/08/2016
House of Cards: Season 4: Chapter 42,03/08/2016
House of Cards: Season 4: Chapter 41,03/07/2016
House of Cards: Season 4: Chapter 40,03/07/2016
Natural Born Killers,2/24/16
The Fresh Prince of Bel-Air: Season 5: Soul Train,02/09/2016
X + Y,02/07/2016
Headhunters,1/23/16
Kung Pow: Enter the Fist,1/22/16
Dragon Eyes,1/20/16
RoboCop 3,1/17/16
The Warriors,1/17/16
The Imitation Game,01/10/2016
Shooter,01/05/2016
Jack Ryan: Shadow Recruit,01/05/2016
Transporter 3,01/03/2016
Star Trek Into Darkness,01/03/2016
John Carter,12/01/2015
Kung Fu Jungle,11/30/15
Marvel's Jessica Jones: Season 1: AKA 99 Friends,11/28/15
Marvel's Jessica Jones: Season 1: AKA It's Called Whiskey,11/28/15
Marvel's Jessica Jones: Season 1: AKA Crush Syndrome,11/28/15
Marvel's Jessica Jones: Season 1: AKA Ladies Night,11/26/15
Marvel's Jessica Jones: Season 1: AKA Smile,11/26/15
Marvel's Jessica Jones: Season 1: AKA Take a Bloody Number,11/26/15
Marvel's Jessica Jones: Season 1: AKA I've Got the Blues,11/25/15
"Marvel's Jessica Jones: Season 1: AKA 1,000 Cuts",11/25/15
Marvel's Jessica Jones: Season 1: AKA Sin Bin,11/25/15
Marvel's Jessica Jones: Season 1: AKA WWJD?,11/25/15
Marvel's Jessica Jones: Season 1: AKA Top Shelf Perverts,11/25/15
Marvel's Jessica Jones: Season 1: AKA You're a Winner!,11/24/15
Marvel's Jessica Jones: Season 1: AKA The Sandwich Saved Me,11/24/15
"House, M.D.: Season 6: Wilson",11/14/15
"House, M.D.: Season 6: Broken: Part 2",11/08/2015
"House, M.D.: Season 6: Broken: Part 1",11/08/2015
Scream: Season 1: Wanna Play a Game?,11/07/2015
"Scream: Season 1: Hello, Emma",11/07/2015
Scream: Season 1: Pilot,11/07/2015
Scream,11/07/2015
The Expendables,10/28/15
THE MECHANIC,10/27/15
Buffy the Vampire Slayer: Season 1: Angel,10/26/15
Buffy the Vampire Slayer: Season 1: The Pack,10/26/15
Buffy the Vampire Slayer: Season 1: Never Kill a Boy on the First Date,10/26/15
Buffy the Vampire Slayer: Season 1: Teacher's Pet,10/26/15
Buffy the Vampire Slayer: Season 1: Witch,10/25/15
Buffy the Vampire Slayer: Season 1: The Harvest,10/25/15
Buffy the Vampire Slayer: Season 1: Welcome to the Hellmouth,10/25/15
Ip Man 2,10/17/15
Kickboxer,10/17/15
"House, M.D.: Season 5: Lucky Thirteen",10/17/15
"House, M.D.: Season 5: Birthmarks",10/17/15
"House, M.D.: Season 5: Adverse Events",10/17/15
"House, M.D.: Season 5: Not Cancer",10/17/15
The Hunger Games: Mockingjay - Part 1,9/30/15
American Ninja 2: The Confrontation,9/17/15
Warrior,9/13/15
The Grandmaster,09/06/2015
American Ninja 4: The Annihilation,09/06/2015
Limitless,09/05/2015
Silent Hill: Revelation,09/03/2015
The True Cost,09/02/2015
Street Fighter: Assassin's Fist,09/02/2015
Death Wish 3,09/01/2015
The Unbelievers,8/16/15
The Hobbit: The Desolation of Smaug,08/05/2015
Sin City: A Dame to Kill For,08/04/2015
Kiss of the Dragon,08/04/2015
Orange Is the New Black: Season 1: The Chickening,7/26/15
Orange Is the New Black: Season 1: Imaginary Enemies,7/26/15
Orange Is the New Black: Season 1: Lesbian Request Denied,7/26/15
Orange Is the New Black: Season 1: Tit Punch,7/26/15
Flight,7/26/15
Abduction,7/26/15
Mr. & Mrs. Smith,7/26/15
Ninja 2 - Shadow of a Tear,7/26/15
Mission: Impossible II,7/25/15
Sense8: Season 1: I Can’t Leave Her,7/25/15
Sense8: Season 1: Just Turn the Wheel and the Future Changes,7/25/15
Sense8: Season 1: What Is Human?,7/25/15
Sense8: Season 1: Death Doesn’t Let You Say Goodbye,7/23/15
Sense8: Season 1: We Will All Be Judged by the Courage of Our Hearts,7/23/15
Sense8: Season 1: W. W. N. Double D?,7/23/15
Sense8: Season 1: Demons,7/22/15
Sense8: Season 1: Art Is Like Religion,7/15/15
Sense8: Season 1: What’s Going On?,7/14/15
Sense8: Season 1: Smart Money Is on the Skinny Bitch,7/13/15
Sense8: Season 1: I Am Also a We,07/11/2015
Sense8: Season 1: Limbic Resonance,07/11/2015
Punisher: War Zone,07/11/2015
American Ninja,07/09/2015
House of Cards: Season 3: Chapter 39,07/09/2015
House of Cards: Season 3: Chapter 38,6/29/15
House of Cards: Season 3: Chapter 37,6/29/15
Elektra,6/29/15
House of Cards: Season 3: Chapter 36,6/15/15
House of Cards: Season 3: Chapter 35,6/14/15
House of Cards: Season 3: Chapter 34,6/14/15
House of Cards: Season 3: Chapter 33,06/11/2015
House of Cards: Season 3: Chapter 32,06/03/2015
House of Cards: Season 3: Chapter 31,06/03/2015
House of Cards: Season 3: Chapter 30,06/02/2015
House of Cards: Season 3: Chapter 29,5/31/15
House of Cards: Season 3: Chapter 28,5/30/15
House of Cards: Season 3: Chapter 27,5/28/15
House of Cards: Season 2: Chapter 26,5/28/15
House of Cards: Season 2: Chapter 25,5/28/15
House of Cards: Season 2: Chapter 24,5/27/15
House of Cards: Season 2: Chapter 23,5/27/15
House of Cards: Season 2: Chapter 22,5/26/15
House of Cards: Season 2: Chapter 21,5/26/15
The Twilight Saga: Eclipse,5/22/15
House of Cards: Season 2: Chapter 20,05/07/2015
House of Cards: Season 2: Chapter 19,05/05/2015
House of Cards: Season 2: Chapter 18,05/05/2015
House of Cards: Season 2: Chapter 17,05/04/2015
House of Cards: Season 2: Chapter 16,05/04/2015
House of Cards: Season 2: Chapter 15,4/27/15
House of Cards: Season 2: Chapter 14,4/27/15
House of Cards: Season 1: Chapter 13,4/27/15
House of Cards: Season 1: Chapter 12,4/26/15
House of Cards: Season 1: Chapter 11,4/23/15
House of Cards: Season 1: Chapter 10,4/22/15
House of Cards: Season 1: Chapter 9,4/22/15
House of Cards: Season 1: Chapter 7,4/20/15
Marvel's Daredevil: Season 1: Daredevil,4/19/15
Marvel's Daredevil: Season 1: The Ones We Leave Behind,4/19/15
Marvel's Daredevil: Season 1: The Path of the Righteous,4/19/15
Marvel's Daredevil: Season 1: Nelson v. Murdock,4/19/15
Marvel's Daredevil: Season 1: Speak of the Devil,4/18/15
Marvel's Daredevil: Season 1: Shadows in the Glass,4/18/15
Marvel's Daredevil: Season 1: Stick,4/18/15
Marvel's Daredevil: Season 1: Condemned,4/18/15
Marvel's Daredevil: Season 1: World on Fire,4/17/15
The Legend is Born: Ip Man,3/20/15
Nymphomaniac: Volume 1,1/31/15
The King of the Streets,1/19/15
Skyfall,01/03/2015
13 Assassins,01/02/2015
The Big Bang Theory: Season 1: The Pancake Batter Anomaly,11/06/2014
The Big Bang Theory: Season 1: Pilot,11/06/2014
Monty Python's The Meaning of Life,10/12/2014
Brave,10/12/2014
Mugamoodi,10/12/2014
Talking Bad: Talking Bad on Blood Money,10/12/2014
Carrie,10/12/2014
American Horror Story: Asylum: Madness Ends,10/12/2014
American Horror Story: Asylum: Continuum,10/04/2014
American Horror Story: Asylum: Spilt Milk,10/04/2014
American Horror Story: Asylum: The Name Game,10/04/2014
American Horror Story: Asylum: The Coat Hanger,10/04/2014
American Horror Story: Asylum: Unholy Night,10/02/2014
American Horror Story: Asylum: Dark Cousin,10/02/2014
Orange Is the New Black: Season 2: We Have Manners. We're Polite.,6/21/14
Orange Is the New Black: Season 2: It Was the Change,6/17/14
Orange Is the New Black: Season 2: Take a Break From Your Values,6/15/14
Orange Is the New Black: Season 2: Little Mustachioed Sh*t,6/14/14
Orange Is the New Black: Season 2: 40 Oz. of Furlough,6/14/14
Orange Is the New Black: Season 2: Appropriately Sized Pots,6/14/14
Orange Is the New Black: Season 2: Comic Sans,6/14/14
Orange Is the New Black: Season 2: You Also Have a Pizza,6/13/14
Orange Is the New Black: Season 2: Low Self Esteem City,06/10/2014
Orange Is the New Black: Season 2: A Whole Other Hole,06/10/2014
Orange Is the New Black: Season 2: Hugs Can Be Deceiving,06/09/2014
"Orange Is the New Black: Season 2: Looks Blue, Tastes Red",06/09/2014
Orange Is the New Black: Season 2: Thirsty Bird,06/08/2014
Friends: Season 1: The One with the Dozen Lasagnas,5/27/14
The Wave,5/18/14
Behind the Bars with Alex,5/18/14
The Green Hornet,5/17/14
Driven to Kill,05/04/2014
Ninja,05/03/2014
"Elvira, Mistress of the Dark",4/27/14
From Dusk Till Dawn: Season 1: Blood Runs Thick,4/23/14
The Goonies,4/18/14
From Dusk Till Dawn: Season 1: Let's Get Ramblin',4/17/14
From Dusk Till Dawn: Season 1: Mistress,4/17/14
From Dusk Till Dawn: Season 1: Pilot,4/16/14
Orange Is the New Black: Season 1: Can't Fix Crazy,4/13/14
Orange Is the New Black: Season 1: Fool Me Once,04/09/2014
Orange Is the New Black: Season 1: Tall Men with Feelings,04/08/2014
Orange Is the New Black: Season 1: Bora Bora Bora,04/07/2014
Orange Is the New Black: Season 1: F*cksgiving,04/06/2014
Orange Is the New Black: Season 1: Moscow Mule,04/03/2014
Orange Is the New Black: Season 1: Blood Donut,3/29/14
Orange Is the New Black: Season 1: WAC Pack,3/27/14
Mr. Bean: Mr Bean Live Action: Season 1: Mr. Bean Goes to Town,2/15/14
Life: Challenges of Life,11/29/13
How to Lose a Guy in 10 Days,11/17/13
WALL-E,11/02/2013
The Legend of Bruce Lee: Season 1: Episode 16,10/02/2013
The Legend of Bruce Lee: Season 1: Episode 15,10/02/2013
The Legend of Bruce Lee: Season 1: Episode 14,9/28/13
To Rome With Love,9/22/13
The Legend of Bruce Lee: Season 1: Episode 13,9/14/13
The Legend of Bruce Lee: Season 1: Episode 12,9/14/13
RoboCop 2,09/04/2013
Mr. Bean: Mr Bean Live Action: Season 1: The Curse of Mr. Bean,8/26/13
Mr. Bean: Mr Bean Live Action: Season 1: The Return of Mr. Bean,8/26/13
Mr. Bean: Mr Bean Live Action: Season 1: Mr. Bean,8/24/13
The Godfather,8/17/13
White Chicks,08/10/2013
RED,08/07/2013
Twin Peaks: Season 1: Pilot,7/22/13
Mad Men: Season 1: Smoke Gets in Your Eyes,7/16/13
Planet Earth: Season 1: From Pole to Pole,07/10/2013
Up,07/08/2013
X-Men: Vol. 1: Enter Magneto,07/08/2013
X-Men: Vol. 1: Night of the Sentinels: Part 2,07/08/2013
X-Men: Vol. 1: Night of the Sentinels: Part 1,6/24/13
American Beauty,06/05/2013
District 9,06/03/2013
Ocean's Eleven,05/12/2013
Dexter: Season 5: The Big One,04/08/2013
Dexter: Season 5: Hop a Freighter,04/08/2013
Dexter: Season 5: In the Beginning,04/08/2013
Dexter: Season 5: Teenage Wasteland,04/06/2013
Dexter: Season 5: Take It!,04/06/2013
Dexter: Season 5: Circle Us,04/06/2013
Dexter: Season 5: Everything is Illumenated,04/05/2013
Dexter: Season 5: First Blood,04/04/2013
Dexter: Season 5: Beauty and the Beast,04/04/2013
Dexter: Season 5: Practically Perfect,04/03/2013
"Dexter: Season 5: Hello, Bandit",04/02/2013
Dexter: Season 5: My Bad,04/01/2013
Dexter: Season 4: The Getaway,04/01/2013
"Dexter: Season 4: Hello, Dexter Morgan",04/01/2013
Dexter: Season 4: Lost Boys,3/29/13
Dexter: Season 4: Hungry Man,3/29/13
Dexter: Season 4: Road Kill,3/29/13
Dexter: Season 4: Slack Tide,3/27/13
Dexter: Season 4: If I Had a Hammer,3/27/13
Dexter: Season 4: Dirty Harry,3/25/13
Dexter: Season 4: Dex Takes a Holiday,3/24/13
Dexter: Season 4: Remains to be Seen,3/22/13
Dexter: Season 4: Blinded by the Light,3/22/13
Dexter: Season 4: Living the Dream,3/22/13
Dexter: Season 3: Do You Take Dexter Morgan?,3/20/13
Dexter: Season 3: I Had a Dream,3/20/13
Dexter: Season 3: Go Your Own Way,3/20/13
Dexter: Season 3: About Last Night,3/19/13
Dexter: Season 3: The Damage a Man Can Do,3/19/13
Dexter: Season 3: Easy as Pie,3/19/13
Dexter: Season 3: Si Se Puede,3/18/13
Dexter: Season 3: Turning Biminese,3/16/13
Dexter: Season 3: All in the Family,3/15/13
Dexter: Season 3: The Lion Sleeps Tonight,03/12/2013
Dexter: Season 3: Finding Freebo,03/12/2013
Dexter: Season 3: Our Father,03/06/2013
Dexter: Season 2: The British Invasion,03/05/2013
Dexter: Season 2: Left Turn Ahead,03/05/2013
Dexter: Season 2: There's Something About Harry,03/05/2013
Dexter: Season 2: Resistance Is Futile,03/04/2013
Dexter: Season 2: Morning Comes,03/04/2013
"Dexter: Season 2: That Night, a Forest Grew",03/04/2013
"Dexter: Season 2: Dex, Lies and Videotape",03/02/2013
Dexter: Season 2: The Dark Defender,03/02/2013
Dexter: Season 2: See-Through,03/02/2013
Dexter: Season 2: An Inconvenient Lie,2/25/13
Dexter: Season 2: Waiting to Exhale,2/25/13
Dexter: Season 2: It's Alive,2/25/13
Dexter: Season 1: Born Free,2/21/13
Dexter: Season 1: Truth Be Told,2/21/13
Dexter: Season 1: Seeing Red,2/21/13
Dexter: Season 1: Father Knows Best,2/20/13
Dexter: Season 1: Shrink Wrap,2/20/13
Dexter: Season 1: Circle of Friends,2/20/13
Dexter: Season 1: Return to Sender,2/20/13
Dexter: Season 1: Love American Style,2/19/13
Dexter: Season 1: Let's Give the Boy a Hand,2/18/13
Dexter: Season 1: Popping Cherry,2/18/13
Dexter: Season 1: Crocodile,2/18/13
Dexter: Season 1: Dexter,2/17/13
Wild Hogs,2/17/13
City of God,1/19/13
Scarface,01/05/2013
Starsky & Hutch,12/23/12
Shame,12/08/2012
Vanilla Sky,12/03/2012
The Legend of Bruce Lee: Season 1: Episode 50,11/21/12
Despicable Me,11/15/12
The Karate Kid Part II,11/15/12
The Legend of Bruce Lee: Season 1: Episode 49,11/13/12
Toy Story 2,11/10/2012
The Exorcism of Emily Rose,11/10/2012
The Legend of Bruce Lee: Season 1: Episode 48,11/08/2012
The Legend of Bruce Lee: Season 1: Episode 47,11/06/2012
The Legend of Bruce Lee: Season 1: Episode 11,11/06/2012
The Addams Family,10/06/2012
Cry-Baby,10/06/2012
Aladdin,09/10/2012
Scent of a Woman,8/26/12
Chocolat,08/11/2012
The Legend of Bruce Lee: Season 1: Episode 10,7/27/12
TEDTalks: Rebel Design: Rebel Design: Stefan Sagmeister: Seven Rules for Making More Happiness,7/18/12
TEDTalks: Brave Neuro World: Brave Neuro World: Pawan Sinha on How Brains Learn to See,07/10/2012
TEDTalks: Brave Neuro World: Brave Neuro World: Rebecca Saxe: How We Read Each Other's Minds,07/10/2012
The Legend of Bruce Lee: Season 1: Episode 9,06/01/2012
The Karate Kid Part III,06/01/2012
Jackie Brown,05/05/2012
The Legend of Bruce Lee: Season 1: Episode 8,4/24/12
The Legend of Bruce Lee: Season 1: Episode 7,4/19/12
The Legend of Bruce Lee: Season 1: Episode 6,4/19/12
The Legend of Bruce Lee: Season 1: Episode 5,4/18/12
The Legend of Bruce Lee: Season 1: Episode 4,4/18/12
The Legend of Bruce Lee: Season 1: Episode 3,4/18/12
Spaceballs,4/16/12
Donnie Darko,4/15/12
The Legend of Bruce Lee: Season 1: Episode 2,04/12/2012
The Legend of Bruce Lee: Season 1: Episode 1,04/12/2012
Being John Malkovich,04/09/2012
Reservoir Dogs,04/08/2012
The Amityville Horror,04/08/2012
Gone in 60 Seconds,04/05/2012
The Karate Kid,03/07/2012
Dirty Pretty Things,03/05/2012
Airplane II: The Sequel,2/24/12
The Thing,2/24/12
Swamp Thing,2/24/12
Cube,2/24/12
Back to the Future Part II,2/24/12
The Crow: City of Angels,2/21/12
